,Tarix,Mağaza,Kart_nomresi,Transaksiya_id,Məhsul_nomresi,Məhsul_adi,Məhsul sayi,Ümumi satış
101510,43424,28,28070,24945,106,Natural ChipCo      Hony Soy Chckn175g,2,6.0
101511,43429,28,28070,24946,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4
101512,43463,28,28070,24947,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4
101513,43556,28,28070,24948,113,Twisties Chicken270g,2,9.2
101514,43598,28,28070,24949,81,Pringles Original   Crisps 134g,2,7.4
101515,43293,28,28090,25051,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4
101516,43348,28,28090,25052,53,RRD Sweet Chilli &  Sour Cream 165g,2,6.0
101517,43351,28,28090,25053,46,Kettle Original 175g,2,10.8
101518,43411,28,28090,25054,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8
101519,43422,28,28090,25055,85,RRD Honey Soy       Chicken 165g,2,6.0
101520,43456,28,28090,25056,76,Woolworths Medium   Salsa 300g,2,3.0
101521,43503,28,28090,25057,71,Twisties Cheese     Burger 250g,2,8.6
101522,43607,28,28090,25058,17,Kettle Sensations   BBQ&Maple 150g,2,9.2
101523,43424,28,28097,25090,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2
101524,43471,28,28097,25091,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
101525,43521,28,28097,25092,25,Pringles SourCream  Onion 134g,2,7.4
101526,43595,28,28097,25093,99,Pringles Sthrn FriedChicken 134g,2,7.4
101527,43608,28,28097,25094,66,CCs Nacho Cheese    175g,2,4.2
101528,43642,28,28097,25095,51,Doritos Mexicana    170g,2,8.8
101529,43303,28,28119,25227,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2
101530,43342,28,28119,25228,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6
101531,43411,28,28119,25229,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4
101532,43433,28,28119,25230,4,Dorito Corn Chp     Supreme 380g,2,13.0
101533,43443,28,28119,25231,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2
101534,43553,28,28119,25232,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2
101535,43312,28,28133,25311,94,Burger Rings 220g,2,4.6
101536,43322,28,28133,25312,97,RRD Salt & Vinegar  165g,2,6.0
101537,43510,28,28133,25313,83,WW D/Style Chip     Sea Salt 200g,2,3.8
101538,43563,28,28133,25314,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6
101539,43336,28,28148,25409,91,CCs Tasty Cheese    175g,2,4.2
101540,43405,28,28148,25410,5,Natural Chip        Compny SeaSalt175g,2,6.0
101541,43407,28,28148,25411,45,Smiths Thinly Cut   Roast Chicken 175g,2,6.0
101542,43572,28,28148,25412,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
101543,43633,28,28148,25413,96,WW Original Stacked Chips 160g,2,3.8
101544,43311,28,28152,25424,26,Pringles Sweet&Spcy BBQ 134g,2,7.4
101545,43342,28,28152,25426,32,Kettle Sea Salt     And Vinegar 175g,2,10.8
101546,43386,28,28152,25427,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2
101547,43416,28,28152,25428,39,Smiths Crinkle Cut  Tomato Salsa 150g,2,5.2
101548,43484,28,28152,25430,86,Cheetos Puffs 165g,2,5.6
101549,43528,28,28152,25431,38,Infuzions Mango     Chutny Papadums 70g,2,4.8
101550,43539,28,28152,25432,91,CCs Tasty Cheese    175g,2,4.2
101551,43298,28,28155,25446,76,Woolworths Medium   Salsa 300g,2,3.0
101552,43337,28,28155,25448,64,Red Rock Deli SR    Salsa & Mzzrlla 150g,2,5.4
101553,43413,28,28155,25449,29,French Fries Potato Chips 175g,2,6.0
101554,43461,28,28155,25450,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6.0
101555,43307,28,28171,25553,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2
101556,43316,28,28171,25554,78,Thins Chips Salt &  Vinegar 175g,2,6.6
101557,43528,28,28171,25555,92,WW Crinkle Cut      Chicken 175g,2,3.4
101558,43576,28,28171,25556,38,Infuzions Mango     Chutny Papadums 70g,2,4.8
101559,43614,28,28171,25557,63,Kettle 135g Swt Pot Sea Salt,2,8.4
101560,43358,28,28183,25619,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2
101561,43387,28,28183,25620,106,Natural ChipCo      Hony Soy Chckn175g,2,6.0
101562,43513,28,28183,25622,15,Twisties Cheese     270g,2,9.2
101563,43550,28,28183,25623,110,WW Original Corn    Chips 200g,2,3.8
101564,43582,28,28183,25624,35,Woolworths Mild     Salsa 300g,2,3.0
101565,43350,28,28210,25769,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2
101566,43447,28,28210,25770,27,WW Supreme Cheese   Corn Chips 200g,2,3.8
101567,43493,28,28210,25771,68,Pringles Chicken    Salt Crips 134g,2,7.4
101568,43518,28,28210,25772,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6
101569,43569,28,28210,25773,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8
101570,43593,28,28210,25774,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6
101571,43284,28,28223,25849,114,Kettle Sensations   Siracha Lime 150g,2,9.2
101572,43353,28,28223,25850,86,Cheetos Puffs 165g,2,5.6
101573,43506,28,28223,25851,18,Cheetos Chs & Bacon Balls 190g,2,6.6
101574,43395,28,28233,25912,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2
101575,43512,28,28233,25913,66,CCs Nacho Cheese    175g,2,4.2
101576,43619,28,28233,25914,103,RRD Steak &         Chimuchurri 150g,2,5.4
101577,43631,28,28233,25915,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4
101578,43342,29,29071,26034,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8
101579,43343,29,29071,26035,99,Pringles Sthrn FriedChicken 134g,2,7.4
101580,43397,29,29091,26067,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2
101581,43546,29,29091,26068,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6
101582,43588,29,29091,26069,50,Tostitos Lightly    Salted 175g,2,8.8
101583,43615,29,29091,26070,109,Pringles Barbeque   134g,2,7.4
101584,43306,29,29136,26139,25,Pringles SourCream  Onion 134g,2,7.4
101585,43360,29,29136,26140,17,Kettle Sensations   BBQ&Maple 150g,2,9.2
101586,43485,29,29136,26141,109,Pringles Barbeque   134g,2,7.4
101587,43358,29,29153,26158,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6
101588,43315,29,29162,26171,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8
101589,43539,29,29162,26172,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2
101590,43625,29,29162,26173,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6
101591,43354,29,29195,26218,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8
101592,43421,29,29219,26248,50,Tostitos Lightly    Salted 175g,1,4.4
101593,43558,29,29219,26249,88,Kettle Honey Soy    Chicken 175g,2,10.8
101594,43455,29,29220,26250,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
101595,43389,29,29227,26259,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6
101596,43524,29,29233,26269,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4
101597,43606,29,29242,26281,44,Thins Chips Light&  Tangy 175g,2,6.6
101598,43351,29,29263,26310,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6
101599,43492,29,29263,26311,25,Pringles SourCream  Onion 134g,2,7.4
101600,43543,29,29263,26312,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8
101601,43349,29,29268,26316,114,Kettle Sensations   Siracha Lime 150g,2,9.2
101602,43363,29,29268,26317,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8
101603,43380,29,29268,26318,113,Twisties Chicken270g,2,9.2
101604,43585,29,29268,26320,25,Pringles SourCream  Onion 134g,2,7.4
101605,43638,29,29268,26321,40,Thins Chips Seasonedchicken 175g,2,6.6
101606,43502,29,29298,26366,47,Doritos Corn Chips  Original 170g,2,8.8
101607,43583,29,29311,26382,34,Pringles Slt Vingar 134g,2,7.4
101608,43309,29,29374,26466,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
101609,43479,29,29381,26480,25,Pringles SourCream  Onion 134g,2,7.4
101610,43487,29,29381,26481,114,Kettle Sensations   Siracha Lime 150g,2,9.2
101611,43306,30,30010,26550,25,Pringles SourCream  Onion 134g,2,7.4
101612,43323,30,30010,26551,63,Kettle 135g Swt Pot Sea Salt,2,8.4
101613,43424,30,30010,26552,24,Grain Waves         Sweet Chilli 210g,2,7.2
101614,43424,30,30010,26552,76,Woolworths Medium   Salsa 300g,2,3.0
101615,43460,30,30010,26553,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8
101616,43379,30,30028,26656,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8
101617,43411,30,30028,26657,4,Dorito Corn Chp     Supreme 380g,2,13.0
101618,43514,30,30028,26658,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2
101619,43593,30,30028,26659,39,Smiths Crinkle Cut  Tomato Salsa 150g,2,5.2
101620,43623,30,30028,26660,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2
101621,43308,30,30031,26673,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2
101622,43338,30,30031,26674,110,WW Original Corn    Chips 200g,2,3.8
101623,43351,30,30031,26675,80,Natural ChipCo Sea  Salt & Vinegr 175g,2,6.0
101624,43366,30,30031,26676,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2
101625,43569,30,30031,26677,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8
101626,43627,30,30031,26679,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6.0
101627,43316,30,30034,26692,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
101628,43363,30,30034,26693,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
101629,43413,30,30034,26694,56,Cheezels Cheese Box 125g,2,4.2
101630,43426,30,30034,26695,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4
101631,43565,30,30034,26697,62,Pringles Mystery    Flavour 134g,2,7.4
101632,43618,30,30034,26699,74,Tostitos Splash Of  Lime 175g,2,8.8
101633,43621,30,30034,26700,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
101634,43644,30,30034,26701,56,Cheezels Cheese Box 125g,2,4.2
101635,43298,30,30041,26735,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6
101636,43399,30,30041,26736,98,NCC Sour Cream &    Garden Chives 175g,2,6.0
101637,43458,30,30041,26737,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6
101638,43463,30,30041,26738,40,Thins Chips Seasonedchicken 175g,2,6.6
101639,43472,30,30041,26739,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4
101640,43555,30,30041,26740,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6
101641,43378,30,30062,26860,6,RRD Lime & Pepper   165g,2,6.0
101642,43409,30,30062,26861,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8
101643,43439,30,30062,26862,105,Woolworths Cheese   Rings 190g,2,3.6
101644,43469,30,30062,26863,101,Doritos Salsa       Medium 300g,2,5.2
101645,43504,30,30062,26864,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2
101646,43533,30,30062,26865,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6.0
101647,43572,30,30062,26866,76,Woolworths Medium   Salsa 300g,2,3.0
101648,43288,30,30081,26964,88,Kettle Honey Soy    Chicken 175g,2,10.8
101649,43307,30,30081,26965,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8
101650,43313,30,30081,26966,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6
101651,43348,30,30081,26967,83,WW D/Style Chip     Sea Salt 200g,2,3.8
101652,43350,30,30081,26968,72,WW Crinkle Cut      Original 175g,2,3.4
101653,43350,30,30081,26968,36,Kettle Chilli 175g,2,10.8
101654,43377,30,30081,26969,101,Doritos Salsa       Medium 300g,2,5.2
101655,43444,30,30081,26970,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6
101656,43456,30,30081,26971,76,Woolworths Medium   Salsa 300g,2,3.0
101657,43569,30,30081,26972,90,Tostitos Smoked     Chipotle 175g,2,8.8
101658,43594,30,30081,26973,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2
101659,43286,30,30087,27011,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8
101660,43304,30,30087,27012,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6
101661,43325,30,30087,27013,45,Smiths Thinly Cut   Roast Chicken 175g,2,6.0
101662,43340,30,30087,27014,6,RRD Lime & Pepper   165g,2,6.0
101663,43367,30,30087,27015,90,Tostitos Smoked     Chipotle 175g,2,8.8
101664,43589,30,30087,27016,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8
101665,43469,30,30108,27156,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6.0
101666,43561,30,30108,27157,99,Pringles Sthrn FriedChicken 134g,2,7.4
101667,43566,30,30108,27158,23,Cheezels Cheese 330g,2,11.4
101668,43315,30,30117,27205,46,Kettle Original 175g,2,10.8
101669,43365,30,30117,27206,32,Kettle Sea Salt     And Vinegar 175g,2,10.8
101670,43420,30,30117,27207,4,Dorito Corn Chp     Supreme 380g,2,13.0
101671,43427,30,30117,27208,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8
101672,43453,30,30117,27209,54,CCs Original 175g,2,4.2
101673,43466,30,30117,27210,94,Burger Rings 220g,2,4.6
101674,43308,30,30120,27229,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8
101675,43314,30,30120,27230,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4
101676,43334,30,30120,27231,85,RRD Honey Soy       Chicken 165g,2,6.0
101677,43443,30,30120,27232,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8
101678,43484,30,30120,27233,15,Twisties Cheese     270g,2,9.2
101679,43515,30,30120,27234,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6.0
101680,43283,30,30141,27360,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
101681,43356,30,30141,27361,34,Pringles Slt Vingar 134g,2,7.4
101682,43480,30,30141,27362,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4
101683,43502,30,30141,27363,92,WW Crinkle Cut      Chicken 175g,2,3.4
101684,43503,30,30141,27364,74,Tostitos Splash Of  Lime 175g,2,8.8
101685,43524,30,30141,27365,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2
101686,43588,30,30141,27366,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6
101687,43617,30,30141,27367,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4
101688,43619,30,30141,27368,7,Smiths Crinkle      Original 330g,2,11.4
101689,43300,30,30142,27369,114,Kettle Sensations   Siracha Lime 150g,2,9.2
101690,43311,30,30142,27370,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4
101691,43313,30,30142,27371,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8
101692,43411,30,30142,27372,66,CCs Nacho Cheese    175g,2,4.2
101693,43440,30,30142,27373,25,Pringles SourCream  Onion 134g,2,7.4
101694,43498,30,30142,27374,80,Natural ChipCo Sea  Salt & Vinegr 175g,2,6.0
101695,43325,30,30144,27384,6,RRD Lime & Pepper   165g,2,6.0
101696,43388,30,30144,27385,54,CCs Original 175g,2,4.2
101697,43405,30,30144,27386,67,RRD Chilli&         Coconut 150g,2,5.4
101698,43513,30,30144,27387,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6.0
101699,43609,30,30144,27388,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4
101700,43333,30,30198,27720,22,Thins Chips         Originl saltd 175g,2,6.6
101701,43369,30,30198,27721,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4
101702,43399,30,30198,27722,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6.0
101703,43473,30,30198,27723,111,Smiths Chip Thinly  Cut Original 175g,2,6.0
101704,43480,30,30198,27724,94,Burger Rings 220g,2,4.6
101705,43523,30,30198,27725,22,Thins Chips         Originl saltd 175g,2,6.6
101706,43554,30,30198,27726,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2
101707,43557,30,30198,27727,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8
101708,43639,30,30198,27728,39,Smiths Crinkle Cut  Tomato Salsa 150g,2,5.2
101709,43382,30,30227,27915,45,Smiths Thinly Cut   Roast Chicken 175g,2,6.0
101710,43344,31,31048,27974,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6.0
101711,43371,32,32006,28009,46,Kettle Original 175g,2,10.8
101712,43523,32,32006,28010,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
101713,43556,32,32006,28011,18,Cheetos Chs & Bacon Balls 190g,2,6.6
101714,43618,32,32006,28013,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8
101715,43341,32,32021,28098,72,WW Crinkle Cut      Original 175g,2,3.4
101716,43346,32,32021,28099,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8
101717,43416,32,32021,28100,41,Doritos Salsa Mild  300g,2,5.2
101718,43510,32,32021,28101,17,Kettle Sensations   BBQ&Maple 150g,2,9.2
101719,43584,32,32021,28102,53,RRD Sweet Chilli &  Sour Cream 165g,2,6.0
101720,43349,32,32036,28187,34,Pringles Slt Vingar 134g,2,7.4
101721,43381,32,32036,28188,11,RRD Pc Sea Salt     165g,2,6.0
101722,43453,32,32036,28189,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4
101723,43611,32,32036,28190,25,Pringles SourCream  Onion 134g,2,7.4
101724,43627,32,32036,28191,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
101725,43373,32,32051,28295,5,Natural Chip        Compny SeaSalt175g,2,6.0
101726,43394,32,32051,28296,63,Kettle 135g Swt Pot Sea Salt,2,8.4
101727,43530,32,32051,28297,7,Smiths Crinkle      Original 330g,2,11.4
101728,43632,32,32051,28298,97,RRD Salt & Vinegar  165g,2,6.0
101729,43293,32,32071,28439,111,Smiths Chip Thinly  Cut Original 175g,2,6.0
101730,43337,32,32071,28440,25,Pringles SourCream  Onion 134g,2,7.4
101731,43351,32,32071,28441,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2
101732,43442,32,32071,28442,25,Pringles SourCream  Onion 134g,2,7.4
101733,43512,32,32071,28443,72,WW Crinkle Cut      Original 175g,2,3.4
101734,43523,32,32071,28444,109,Pringles Barbeque   134g,2,7.4
101735,43588,32,32071,28445,3,Kettle Sensations   Camembert & Fig 150g,2,9.2
101736,43598,32,32071,28446,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2
101737,43309,32,32080,28493,27,WW Supreme Cheese   Corn Chips 200g,2,3.8
101738,43351,32,32080,28494,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4
101739,43365,32,32080,28495,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6.0
101740,43405,32,32080,28496,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4
101741,43444,32,32080,28497,45,Smiths Thinly Cut   Roast Chicken 175g,2,6.0
101742,43550,32,32080,28498,85,RRD Honey Soy       Chicken 165g,2,6.0
101743,43610,32,32080,28499,11,RRD Pc Sea Salt     165g,2,6.0
101744,43340,32,32142,28863,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2
101745,43433,32,32142,28864,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8
101746,43570,32,32142,28865,86,Cheetos Puffs 165g,2,5.6
101747,43571,32,32142,28866,47,Doritos Corn Chips  Original 170g,2,8.8
101748,43627,32,32142,28867,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8
101749,43636,32,32142,28868,91,CCs Tasty Cheese    175g,2,4.2
101750,43335,32,32147,28897,27,WW Supreme Cheese   Corn Chips 200g,2,3.8
101751,43552,32,32147,28898,96,WW Original Stacked Chips 160g,2,3.8
101752,43581,32,32147,28899,76,Woolworths Medium   Salsa 300g,2,3.0
101753,43608,32,32147,28900,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6
101754,43608,32,32147,28900,99,Pringles Sthrn FriedChicken 134g,2,7.4
101755,43289,32,32153,28929,96,WW Original Stacked Chips 160g,2,3.8
101756,43517,32,32153,28931,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8
101757,43525,32,32153,28932,22,Thins Chips         Originl saltd 175g,2,6.6
101758,43610,32,32153,28933,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8
101759,43637,32,32153,28934,110,WW Original Corn    Chips 200g,2,3.8
101760,43284,32,32159,28969,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6
101761,43291,32,32159,28970,35,Woolworths Mild     Salsa 300g,2,3.0
101762,43318,32,32159,28971,10,RRD SR Slow Rst     Pork Belly 150g,2,5.4
101763,43382,32,32159,28972,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8
101764,43435,32,32159,28973,105,Woolworths Cheese   Rings 190g,2,3.6
101765,43375,32,32179,29091,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4
101766,43465,32,32179,29092,66,CCs Nacho Cheese    175g,2,4.2
101767,43531,32,32179,29093,73,Smiths Crinkle Cut  Salt & Vinegar 170g,2,5.8
101768,43549,32,32179,29094,22,Thins Chips         Originl saltd 175g,2,6.6
101769,43415,32,32184,29127,27,WW Supreme Cheese   Corn Chips 200g,2,3.8
101770,43421,32,32184,29128,41,Doritos Salsa Mild  300g,2,5.2
101771,43478,32,32184,29129,105,Woolworths Cheese   Rings 190g,2,3.6
101772,43493,32,32184,29130,75,Cobs Popd Sea Salt  Chips 110g,2,7.6
101773,43591,32,32184,29131,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8
101774,43335,32,32188,29161,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
101775,43377,32,32188,29162,63,Kettle 135g Swt Pot Sea Salt,2,8.4
101776,43378,32,32188,29163,53,RRD Sweet Chilli &  Sour Cream 165g,2,6.0
101777,43397,32,32188,29164,51,Doritos Mexicana    170g,2,8.8
101778,43404,32,32188,29165,35,Woolworths Mild     Salsa 300g,2,3.0
101779,43612,32,32188,29168,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8
101780,43375,32,32211,29290,86,Cheetos Puffs 165g,2,5.6
101781,43481,32,32211,29291,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6
101782,43482,32,32211,29292,44,Thins Chips Light&  Tangy 175g,2,6.6
101783,43484,32,32211,29293,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4
101784,43392,33,33007,29476,18,Cheetos Chs & Bacon Balls 190g,2,6.6
101785,43408,33,33007,29477,76,Woolworths Medium   Salsa 300g,2,3.0
101786,43497,33,33007,29479,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6
101787,43543,33,33007,29480,4,Dorito Corn Chp     Supreme 380g,2,13.0
101788,43373,33,33021,29554,46,Kettle Original 175g,2,10.8
101789,43482,33,33021,29556,91,CCs Tasty Cheese    175g,2,4.2
101790,43498,33,33021,29557,46,Kettle Original 175g,2,10.8
101791,43505,33,33021,29558,90,Tostitos Smoked     Chipotle 175g,2,8.8
101792,43533,33,33021,29559,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8
101793,43298,33,33028,29610,5,Natural Chip        Compny SeaSalt175g,2,6.0
101794,43365,33,33028,29611,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2
101795,43430,33,33028,29612,109,Pringles Barbeque   134g,2,7.4
101796,43586,33,33028,29613,97,RRD Salt & Vinegar  165g,2,6.0
101797,43638,33,33028,29614,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8
101798,43308,33,33038,29675,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6.0
101799,43416,33,33038,29676,18,Cheetos Chs & Bacon Balls 190g,2,6.6
101800,43457,33,33038,29677,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8
101801,43513,33,33038,29678,34,Pringles Slt Vingar 134g,2,7.4
101802,43569,33,33038,29679,67,RRD Chilli&         Coconut 150g,2,5.4
101803,43635,33,33038,29680,91,CCs Tasty Cheese    175g,2,4.2
101804,43360,33,33044,29705,7,Smiths Crinkle      Original 330g,2,11.4
101805,43593,33,33044,29707,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4
101806,43299,33,33091,30010,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6.0
101807,43388,33,33091,30011,57,Old El Paso Salsa   Dip Tomato Mild 300g,2,10.2
101808,43519,33,33091,30012,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6.0
101809,43533,33,33091,30013,10,RRD SR Slow Rst     Pork Belly 150g,2,5.4
101810,43359,33,33105,30102,54,CCs Original 175g,2,4.2
101811,43366,33,33105,30103,35,Woolworths Mild     Salsa 300g,2,3.0
101812,43383,33,33105,30104,20,Doritos Cheese      Supreme 330g,2,11.4
101813,43451,33,33105,30105,39,Smiths Crinkle Cut  Tomato Salsa 150g,2,5.2
101814,43471,33,33105,30106,106,Natural ChipCo      Hony Soy Chckn175g,2,6.0
101815,43489,33,33105,30107,80,Natural ChipCo Sea  Salt & Vinegr 175g,2,6.0
101816,43311,33,33143,30369,93,Doritos Corn Chip Southern Chicken 150g,2,7.8
101817,43373,33,33143,30370,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2
101818,43496,33,33143,30372,32,Kettle Sea Salt     And Vinegar 175g,2,10.8
101819,43584,33,33143,30373,10,RRD SR Slow Rst     Pork Belly 150g,2,5.4
101820,43347,33,33155,30440,63,Kettle 135g Swt Pot Sea Salt,2,8.4
101821,43411,33,33155,30441,36,Kettle Chilli 175g,2,10.8
101822,43321,33,33158,30453,76,Woolworths Medium   Salsa 300g,2,3.0
101823,43340,33,33158,30454,85,RRD Honey Soy       Chicken 165g,2,6.0
101824,43556,33,33158,30455,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
101825,43556,33,33158,30455,29,French Fries Potato Chips 175g,2,6.0
101826,43575,33,33158,30456,5,Natural Chip        Compny SeaSalt175g,2,6.0
101827,43576,33,33158,30457,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8
101828,43644,33,33158,30458,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2
101829,43288,33,33184,30609,66,CCs Nacho Cheese    175g,2,4.2
101830,43320,33,33184,30610,110,WW Original Corn    Chips 200g,2,3.8
101831,43402,33,33184,30611,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6.0
101832,43479,33,33184,30613,81,Pringles Original   Crisps 134g,2,7.4
101833,43488,33,33184,30614,71,Twisties Cheese     Burger 250g,2,8.6
101834,43638,33,33184,30616,50,Tostitos Lightly    Salted 175g,2,8.8
101835,43283,33,33193,30667,109,Pringles Barbeque   134g,2,7.4
101836,43283,33,33193,30667,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2
101837,43295,33,33193,30668,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8
101838,43394,33,33193,30669,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6.0
101839,43460,33,33193,30671,26,Pringles Sweet&Spcy BBQ 134g,2,7.4
101840,43492,33,33193,30672,52,Grain Waves Sour    Cream&Chives 210G,2,7.2
